gene	pathway	pathway_name
BSGatlas-gene-3768	ko00190	Oxidative phosphorylation
BSGatlas-gene-3772	ko00230	Purine metabolism
BSGatlas-gene-3772	ko01100	Metabolic pathways
BSGatlas-gene-3776	ko00300	Lysine biosynthesis
BSGatlas-gene-3776	ko01100	Metabolic pathways
BSGatlas-gene-3776	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3776	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3776	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3780	ko00190	Oxidative phosphorylation
BSGatlas-gene-3784	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3784	ko01100	Metabolic pathways
BSGatlas-gene-3784	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3784	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3784	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3785	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3785	ko00750	Vitamin B6 metabolism
BSGatlas-gene-3785	ko01100	Metabolic pathways
BSGatlas-gene-3785	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3785	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3785	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3786	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3786	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3786	ko00300	Lysine biosynthesis
BSGatlas-gene-3786	ko01100	Metabolic pathways
BSGatlas-gene-3786	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3786	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3786	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3789	ko00627	Aminobenzoate degradation
BSGatlas-gene-3789	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3793	ko00785	Lipoic acid metabolism
BSGatlas-gene-3793	ko01100	Metabolic pathways
BSGatlas-gene-3793	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3801	ko00230	Purine metabolism
BSGatlas-gene-3801	ko01100	Metabolic pathways
BSGatlas-gene-3801	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3805	ko00230	Purine metabolism
BSGatlas-gene-3805	ko01100	Metabolic pathways
BSGatlas-gene-3805	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3806	ko00230	Purine metabolism
BSGatlas-gene-3806	ko01100	Metabolic pathways
BSGatlas-gene-3806	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3810	ko00230	Purine metabolism
BSGatlas-gene-3810	ko01100	Metabolic pathways
BSGatlas-gene-3810	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3811	ko00230	Purine metabolism
BSGatlas-gene-3811	ko01100	Metabolic pathways
BSGatlas-gene-3811	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3812	ko00230	Purine metabolism
BSGatlas-gene-3812	ko01100	Metabolic pathways
BSGatlas-gene-3812	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3813	ko00230	Purine metabolism
BSGatlas-gene-3813	ko01100	Metabolic pathways
BSGatlas-gene-3813	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3814	ko00230	Purine metabolism
BSGatlas-gene-3814	ko01100	Metabolic pathways
BSGatlas-gene-3814	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3815	ko00230	Purine metabolism
BSGatlas-gene-3815	ko01100	Metabolic pathways
BSGatlas-gene-3816	ko00230	Purine metabolism
BSGatlas-gene-3816	ko01100	Metabolic pathways
BSGatlas-gene-3816	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3819	ko02010	ABC transporters
BSGatlas-gene-3822	ko02010	ABC transporters
BSGatlas-gene-3823	ko02010	ABC transporters
BSGatlas-gene-3824	ko02010	ABC transporters
BSGatlas-gene-3827	ko00360	Phenylalanine metabolism
BSGatlas-gene-3827	ko01100	Metabolic pathways
BSGatlas-gene-3834	ko00450	Selenocompound metabolism
BSGatlas-gene-3834	ko01100	Metabolic pathways
BSGatlas-gene-3840	ko02010	ABC transporters
BSGatlas-gene-3841	ko02010	ABC transporters
BSGatlas-gene-3842	ko02010	ABC transporters
BSGatlas-gene-3848	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3848	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3848	ko01100	Metabolic pathways
BSGatlas-gene-3848	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3848	ko01200	Carbon metabolism
BSGatlas-gene-3851	ko00071	Fatty acid degradation
BSGatlas-gene-3851	ko00280	Valine, leucine and isoleucine degradation
BSGatlas-gene-3851	ko00281	Geraniol degradation
BSGatlas-gene-3851	ko00362	Benzoate degradation
BSGatlas-gene-3851	ko00592	alpha-Linolenic acid metabolism
BSGatlas-gene-3851	ko01100	Metabolic pathways
BSGatlas-gene-3851	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3851	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3851	ko01212	Fatty acid metabolism
BSGatlas-gene-3852	ko00071	Fatty acid degradation
BSGatlas-gene-3852	ko00362	Benzoate degradation
BSGatlas-gene-3852	ko00650	Butanoate metabolism
BSGatlas-gene-3852	ko01100	Metabolic pathways
BSGatlas-gene-3852	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3852	ko01200	Carbon metabolism
BSGatlas-gene-3852	ko01212	Fatty acid metabolism
BSGatlas-gene-3854	ko00330	Arginine and proline metabolism
BSGatlas-gene-3854	ko01100	Metabolic pathways
BSGatlas-gene-3854	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3870	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-3870	ko02020	Two-component system
BSGatlas-gene-3871	ko02020	Two-component system
BSGatlas-gene-3872	ko02020	Two-component system
BSGatlas-gene-3875	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3875	ko00620	Pyruvate metabolism
BSGatlas-gene-3875	ko01100	Metabolic pathways
BSGatlas-gene-3875	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3875	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3875	ko01200	Carbon metabolism
BSGatlas-gene-3880	ko02020	Two-component system
BSGatlas-gene-3881	ko02020	Two-component system
BSGatlas-gene-3882	ko02020	Two-component system
BSGatlas-gene-3883	ko02020	Two-component system
BSGatlas-gene-3884	ko02020	Two-component system
BSGatlas-gene-3885	ko02020	Two-component system
BSGatlas-gene-3887	ko00860	Porphyrin and chlorophyll metabolism
BSGatlas-gene-3887	ko01100	Metabolic pathways
BSGatlas-gene-3887	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3899	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3899	ko01100	Metabolic pathways
BSGatlas-gene-3915	ko02010	ABC transporters
BSGatlas-gene-3916	ko02010	ABC transporters
BSGatlas-gene-3917	ko00620	Pyruvate metabolism
BSGatlas-gene-3917	ko00640	Propanoate metabolism
BSGatlas-gene-3917	ko01100	Metabolic pathways
BSGatlas-gene-3920	ko00920	Sulfur metabolism
BSGatlas-gene-3920	ko01100	Metabolic pathways
BSGatlas-gene-3920	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3921	ko00920	Sulfur metabolism
BSGatlas-gene-3921	ko01100	Metabolic pathways
BSGatlas-gene-3921	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3922	ko03420	Nucleotide excision repair
BSGatlas-gene-3922	ko03430	Mismatch repair
BSGatlas-gene-3930	ko00562	Inositol phosphate metabolism
BSGatlas-gene-3930	ko01100	Metabolic pathways
BSGatlas-gene-3930	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3939	ko03018	RNA degradation
BSGatlas-gene-3941	ko02024	Quorum sensing
BSGatlas-gene-3941	ko03060	Protein export
BSGatlas-gene-3941	ko03070	Bacterial secretion system
BSGatlas-gene-3947	ko02020	Two-component system
BSGatlas-gene-3947	ko02030	Bacterial chemotaxis
BSGatlas-gene-3948	ko02010	ABC transporters
BSGatlas-gene-3950	ko02010	ABC transporters
BSGatlas-gene-3951	ko02010	ABC transporters
BSGatlas-gene-3952	ko02010	ABC transporters
BSGatlas-gene-3960	ko02010	ABC transporters
BSGatlas-gene-3961	ko02010	ABC transporters
BSGatlas-gene-3962	ko02010	ABC transporters
BSGatlas-gene-3963	ko02010	ABC transporters
BSGatlas-gene-3970	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3970	ko00680	Methane metabolism
BSGatlas-gene-3970	ko01100	Metabolic pathways
BSGatlas-gene-3970	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3970	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3970	ko01200	Carbon metabolism
BSGatlas-gene-3970	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3970	ko03018	RNA degradation
BSGatlas-gene-3971	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3971	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3971	ko00680	Methane metabolism
BSGatlas-gene-3971	ko01100	Metabolic pathways
BSGatlas-gene-3971	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3971	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3971	ko01200	Carbon metabolism
BSGatlas-gene-3971	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3972	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3972	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3972	ko00562	Inositol phosphate metabolism
BSGatlas-gene-3972	ko01100	Metabolic pathways
BSGatlas-gene-3972	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3972	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3972	ko01200	Carbon metabolism
BSGatlas-gene-3972	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3973	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3973	ko01100	Metabolic pathways
BSGatlas-gene-3973	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3973	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3973	ko01200	Carbon metabolism
BSGatlas-gene-3973	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3974	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3974	ko01100	Metabolic pathways
BSGatlas-gene-3974	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3974	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3974	ko01200	Carbon metabolism
BSGatlas-gene-3974	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3988	ko02020	Two-component system
BSGatlas-gene-3994	ko00052	Galactose metabolism
BSGatlas-gene-3995	ko02010	ABC transporters
BSGatlas-gene-3996	ko02010	ABC transporters
BSGatlas-gene-3997	ko02010	ABC transporters
BSGatlas-gene-4001	ko02020	Two-component system
BSGatlas-gene-4001	ko02040	Flagellar assembly
BSGatlas-gene-4025	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-4025	ko01054	Nonribosomal peptide structures
BSGatlas-gene-4025	ko01100	Metabolic pathways
BSGatlas-gene-4028	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4028	ko01100	Metabolic pathways
BSGatlas-gene-4028	ko02020	Two-component system
BSGatlas-gene-4029	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4037	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-4039	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4040	ko00052	Galactose metabolism
BSGatlas-gene-4040	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4040	ko01100	Metabolic pathways
BSGatlas-gene-4041	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4041	ko01100	Metabolic pathways
BSGatlas-gene-4043	ko02010	ABC transporters
BSGatlas-gene-4044	ko02010	ABC transporters
BSGatlas-gene-4045	ko02010	ABC transporters
BSGatlas-gene-4046	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4046	ko01100	Metabolic pathways
BSGatlas-gene-4046	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4051	ko00910	Nitrogen metabolism
BSGatlas-gene-4051	ko01100	Metabolic pathways
BSGatlas-gene-4052	ko00030	Pentose phosphate pathway
BSGatlas-gene-4052	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-4052	ko00620	Pyruvate metabolism
BSGatlas-gene-4052	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-4052	ko01100	Metabolic pathways
BSGatlas-gene-4052	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4052	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4065	ko00450	Selenocompound metabolism
BSGatlas-gene-4069	ko01501	beta-Lactam resistance
BSGatlas-gene-4069	ko02010	ABC transporters
BSGatlas-gene-4073	ko00340	Histidine metabolism
BSGatlas-gene-4073	ko01100	Metabolic pathways
BSGatlas-gene-4073	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4073	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4074	ko00340	Histidine metabolism
BSGatlas-gene-4074	ko01100	Metabolic pathways
BSGatlas-gene-4074	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4074	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4075	ko00340	Histidine metabolism
BSGatlas-gene-4075	ko01100	Metabolic pathways
BSGatlas-gene-4075	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4075	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4076	ko00340	Histidine metabolism
BSGatlas-gene-4076	ko01100	Metabolic pathways
BSGatlas-gene-4076	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4076	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4077	ko00340	Histidine metabolism
BSGatlas-gene-4077	ko01100	Metabolic pathways
BSGatlas-gene-4077	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4077	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4078	ko00340	Histidine metabolism
BSGatlas-gene-4078	ko01100	Metabolic pathways
BSGatlas-gene-4078	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4078	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4079	ko00340	Histidine metabolism
BSGatlas-gene-4079	ko01100	Metabolic pathways
BSGatlas-gene-4079	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4079	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4080	ko00340	Histidine metabolism
BSGatlas-gene-4080	ko01100	Metabolic pathways
BSGatlas-gene-4080	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4080	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4082	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-4082	ko01100	Metabolic pathways
BSGatlas-gene-4084	ko00190	Oxidative phosphorylation
BSGatlas-gene-4088	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4088	ko01100	Metabolic pathways
BSGatlas-gene-4089	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4089	ko01100	Metabolic pathways
BSGatlas-gene-4104	ko03420	Nucleotide excision repair
BSGatlas-gene-4105	ko03420	Nucleotide excision repair
BSGatlas-gene-4107	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4107	ko00620	Pyruvate metabolism
BSGatlas-gene-4107	ko00680	Methane metabolism
BSGatlas-gene-4107	ko01100	Metabolic pathways
BSGatlas-gene-4107	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4107	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4107	ko01200	Carbon metabolism
BSGatlas-gene-4114	ko02010	ABC transporters
BSGatlas-gene-4115	ko02010	ABC transporters
BSGatlas-gene-4120	ko02024	Quorum sensing
BSGatlas-gene-4120	ko03060	Protein export
BSGatlas-gene-4120	ko03070	Bacterial secretion system
BSGatlas-gene-4124	ko02040	Flagellar assembly
BSGatlas-gene-4125	ko02040	Flagellar assembly
BSGatlas-gene-4126	ko02040	Flagellar assembly
BSGatlas-gene-4128	ko02020	Two-component system
BSGatlas-gene-4128	ko02040	Flagellar assembly
BSGatlas-gene-4129	ko02020	Two-component system
BSGatlas-gene-4132	ko02040	Flagellar assembly
BSGatlas-gene-4133	ko02040	Flagellar assembly
BSGatlas-gene-4135	ko02020	Two-component system
BSGatlas-gene-4135	ko02040	Flagellar assembly
BSGatlas-gene-4142	ko02020	Two-component system
BSGatlas-gene-4142	ko02024	Quorum sensing
BSGatlas-gene-4143	ko02020	Two-component system
BSGatlas-gene-4147	ko01100	Metabolic pathways
BSGatlas-gene-4153	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-4153	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-4153	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4153	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4153	ko01100	Metabolic pathways
BSGatlas-gene-4153	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4158	ko01503	Cationic antimicrobial peptide (CAMP) resistance
BSGatlas-gene-4162	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4162	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4162	ko01100	Metabolic pathways
BSGatlas-gene-4162	ko02020	Two-component system
BSGatlas-gene-4163	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-4163	ko00052	Galactose metabolism
BSGatlas-gene-4163	ko00500	Starch and sucrose metabolism
BSGatlas-gene-4163	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4163	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4163	ko01100	Metabolic pathways
BSGatlas-gene-4163	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4163	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4171	ko02010	ABC transporters
BSGatlas-gene-4172	ko02010	ABC transporters
BSGatlas-gene-4175	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-4180	ko00511	Other glycan degradation
BSGatlas-gene-4180	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4181	ko00051	Fructose and mannose metabolism
BSGatlas-gene-4181	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4181	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4181	ko01100	Metabolic pathways
BSGatlas-gene-4181	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4181	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4187	ko00740	Riboflavin metabolism
BSGatlas-gene-4187	ko01100	Metabolic pathways
BSGatlas-gene-4187	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4187	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4194	ko00030	Pentose phosphate pathway
BSGatlas-gene-4194	ko01100	Metabolic pathways
BSGatlas-gene-4195	ko02010	ABC transporters
BSGatlas-gene-4196	ko02010	ABC transporters
BSGatlas-gene-4197	ko02010	ABC transporters
BSGatlas-gene-4198	ko02010	ABC transporters
BSGatlas-gene-4198	ko02030	Bacterial chemotaxis
BSGatlas-gene-4202	ko00650	Butanoate metabolism
BSGatlas-gene-4202	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-4203	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-4203	ko00650	Butanoate metabolism
BSGatlas-gene-4203	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-4203	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-4203	ko01100	Metabolic pathways
BSGatlas-gene-4203	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4203	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-4203	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4213	ko00430	Taurine and hypotaurine metabolism
BSGatlas-gene-4213	ko00460	Cyanoamino acid metabolism
BSGatlas-gene-4213	ko00480	Glutathione metabolism
BSGatlas-gene-4213	ko01100	Metabolic pathways
BSGatlas-gene-4227	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-4227	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-4227	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4227	ko00541	O-Antigen nucleotide sugar biosynthesis
BSGatlas-gene-4227	ko01100	Metabolic pathways
BSGatlas-gene-4227	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4228	ko02020	Two-component system
BSGatlas-gene-4242	ko00061	Fatty acid biosynthesis
BSGatlas-gene-4242	ko00780	Biotin metabolism
BSGatlas-gene-4242	ko01100	Metabolic pathways
BSGatlas-gene-4242	ko01212	Fatty acid metabolism
BSGatlas-gene-4242	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4244	ko02040	Flagellar assembly
BSGatlas-gene-4245	ko02040	Flagellar assembly
BSGatlas-gene-4258	ko02020	Two-component system
BSGatlas-gene-4259	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-4266	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-4266	ko01100	Metabolic pathways
BSGatlas-gene-4271	ko00220	Arginine biosynthesis
BSGatlas-gene-4271	ko00230	Purine metabolism
BSGatlas-gene-4271	ko01100	Metabolic pathways
BSGatlas-gene-4271	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4273	ko00220	Arginine biosynthesis
BSGatlas-gene-4273	ko00230	Purine metabolism
BSGatlas-gene-4273	ko01100	Metabolic pathways
BSGatlas-gene-4273	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4274	ko00220	Arginine biosynthesis
BSGatlas-gene-4274	ko00230	Purine metabolism
BSGatlas-gene-4274	ko01100	Metabolic pathways
BSGatlas-gene-4274	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4279	ko02024	Quorum sensing
BSGatlas-gene-4280	ko00790	Folate biosynthesis
BSGatlas-gene-4280	ko01100	Metabolic pathways
BSGatlas-gene-4280	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4280	ko04122	Sulfur relay system
BSGatlas-gene-4288	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4288	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-4288	ko01100	Metabolic pathways
BSGatlas-gene-4292	ko00190	Oxidative phosphorylation
BSGatlas-gene-4292	ko01100	Metabolic pathways
BSGatlas-gene-4293	ko00190	Oxidative phosphorylation
BSGatlas-gene-4293	ko01100	Metabolic pathways
BSGatlas-gene-4294	ko00190	Oxidative phosphorylation
BSGatlas-gene-4294	ko01100	Metabolic pathways
BSGatlas-gene-4295	ko00190	Oxidative phosphorylation
BSGatlas-gene-4295	ko01100	Metabolic pathways
BSGatlas-gene-4296	ko00190	Oxidative phosphorylation
BSGatlas-gene-4296	ko01100	Metabolic pathways
BSGatlas-gene-4297	ko00190	Oxidative phosphorylation
BSGatlas-gene-4297	ko01100	Metabolic pathways
BSGatlas-gene-4298	ko00190	Oxidative phosphorylation
BSGatlas-gene-4298	ko01100	Metabolic pathways
BSGatlas-gene-4299	ko00190	Oxidative phosphorylation
BSGatlas-gene-4299	ko01100	Metabolic pathways
BSGatlas-gene-4301	ko00240	Pyrimidine metabolism
BSGatlas-gene-4301	ko01100	Metabolic pathways
BSGatlas-gene-4302	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-4302	ko00460	Cyanoamino acid metabolism
BSGatlas-gene-4302	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-4302	ko00670	One carbon pool by folate
BSGatlas-gene-4302	ko00680	Methane metabolism
BSGatlas-gene-4302	ko01100	Metabolic pathways
BSGatlas-gene-4302	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4302	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4302	ko01200	Carbon metabolism
BSGatlas-gene-4302	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4302	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4304	ko00030	Pentose phosphate pathway
BSGatlas-gene-4304	ko00051	Fructose and mannose metabolism
BSGatlas-gene-4304	ko01100	Metabolic pathways
BSGatlas-gene-4304	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4304	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4304	ko01200	Carbon metabolism
BSGatlas-gene-4304	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4317	ko00620	Pyruvate metabolism
BSGatlas-gene-4317	ko01200	Carbon metabolism
BSGatlas-gene-4317	ko02020	Two-component system
BSGatlas-gene-4318	ko00240	Pyrimidine metabolism
BSGatlas-gene-4318	ko01100	Metabolic pathways
BSGatlas-gene-4319	ko03010	Ribosome
BSGatlas-gene-4320	ko03018	RNA degradation
BSGatlas-gene-4323	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4323	ko00030	Pentose phosphate pathway
BSGatlas-gene-4323	ko00051	Fructose and mannose metabolism
BSGatlas-gene-4323	ko00680	Methane metabolism
BSGatlas-gene-4323	ko01100	Metabolic pathways
BSGatlas-gene-4323	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4323	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4323	ko01200	Carbon metabolism
BSGatlas-gene-4324	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-4324	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-4324	ko01100	Metabolic pathways
BSGatlas-gene-4325	ko00030	Pentose phosphate pathway
BSGatlas-gene-4325	ko01100	Metabolic pathways
BSGatlas-gene-4325	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4325	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4325	ko01200	Carbon metabolism
BSGatlas-gene-4325	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4326	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-4326	ko00030	Pentose phosphate pathway
BSGatlas-gene-4326	ko00051	Fructose and mannose metabolism
BSGatlas-gene-4326	ko00680	Methane metabolism
BSGatlas-gene-4326	ko01100	Metabolic pathways
BSGatlas-gene-4326	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-4326	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4326	ko01200	Carbon metabolism
BSGatlas-gene-4326	ko01230	Biosynthesis of amino acids
BSGatlas-gene-4327	ko02020	Two-component system
BSGatlas-gene-4327	ko02024	Quorum sensing
BSGatlas-gene-4329	ko00240	Pyrimidine metabolism
BSGatlas-gene-4329	ko01100	Metabolic pathways
BSGatlas-gene-4329	ko01240	Biosynthesis of cofactors
BSGatlas-gene-4331	ko03020	RNA polymerase
BSGatlas-gene-4334	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-4334	ko01100	Metabolic pathways
BSGatlas-gene-4340	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-4340	ko01100	Metabolic pathways
BSGatlas-gene-4341	ko00910	Nitrogen metabolism
BSGatlas-gene-4341	ko01100	Metabolic pathways
BSGatlas-gene-4341	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4341	ko02020	Two-component system
BSGatlas-gene-4342	ko02020	Two-component system
BSGatlas-gene-4343	ko00910	Nitrogen metabolism
BSGatlas-gene-4343	ko01100	Metabolic pathways
BSGatlas-gene-4343	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4343	ko02020	Two-component system
BSGatlas-gene-4344	ko00910	Nitrogen metabolism
BSGatlas-gene-4344	ko01100	Metabolic pathways
BSGatlas-gene-4344	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-4344	ko02020	Two-component system
BSGatlas-gene-4348	ko00910	Nitrogen metabolism
