BSGatlas-gene-4272 5-ureB-sRNA
BSGatlas-gene-1556 gdnD
BSGatlas-gene-4512 gdnE
BSGatlas-gene-4705 gdpP
BSGatlas-gene-3877 gerAA
BSGatlas-gene-3878 gerAB
BSGatlas-gene-3879 gerAC
BSGatlas-gene-4182 gerBA
BSGatlas-gene-4183 gerBB
BSGatlas-gene-4184 gerBC
BSGatlas-gene-203 gerD
BSGatlas-gene-3333 gerE
BSGatlas-gene-456 gerKA
BSGatlas-gene-458 gerKB
BSGatlas-gene-457 gerKC
BSGatlas-gene-3330 gerM
BSGatlas-gene-1282 gerPA
BSGatlas-gene-1281 gerPB
BSGatlas-gene-1280 gerPC
BSGatlas-gene-1279 gerPD
BSGatlas-gene-1278 gerPE
BSGatlas-gene-1277 gerPF
BSGatlas-gene-4414 gerQ
BSGatlas-gene-1786 gerR
BSGatlas-gene-2300 gerT
BSGatlas-gene-3456 gerW
BSGatlas-gene-4167 ggaA
BSGatlas-gene-4166 ggaB
BSGatlas-gene-2165 ggt
BSGatlas-gene-3366 glcD
BSGatlas-gene-3367 glcF
BSGatlas-gene-2912 glcK
BSGatlas-gene-1261 glcP
BSGatlas-gene-4235 glcR
BSGatlas-gene-1652 glcT
BSGatlas-gene-480 glcU
BSGatlas-gene-3610 glgA
BSGatlas-gene-3613 glgB
BSGatlas-gene-3612 glgC
BSGatlas-gene-3611 glgD
BSGatlas-gene-3609 glgP
BSGatlas-gene-245 glmM
BSGatlas-gene-247 glmS
BSGatlas-gene-246 glmS_glmSA
BSGatlas-gene-73 glmU
BSGatlas-gene-2046 glnA
BSGatlas-gene-3220 glnH
BSGatlas-gene-316 glnJ
BSGatlas-gene-4258 glnK
BSGatlas-gene-317 glnL
BSGatlas-gene-3221 glnM
BSGatlas-gene-3222 glnP
BSGatlas-gene-3219 glnQ
BSGatlas-gene-2045 glnR
BSGatlas-gene-314 glnT
BSGatlas-gene-1130 glpD
BSGatlas-gene-1127 glpF
BSGatlas-gene-2914 glpG
BSGatlas-gene-1128 glpK
BSGatlas-gene-1125 glpP
BSGatlas-gene-285 "glpP dependent leader"
BSGatlas-gene-1126 "glpP dependent leader"
BSGatlas-gene-1129 "glpP dependent leader"
BSGatlas-gene-2838 glpQ
BSGatlas-gene-282 glpQA
BSGatlas-gene-283 glpT
BSGatlas-gene-1121 glpW
BSGatlas-gene-4323 glpX
BSGatlas-gene-315 glsA
BSGatlas-gene-1757 glsB
BSGatlas-gene-2169 gltA
BSGatlas-gene-2168 gltB
BSGatlas-gene-2170 gltC
BSGatlas-gene-306 gltP
BSGatlas-gene-3123 gltR
BSGatlas-gene-1230 gltT
BSGatlas-gene-134 gltX
BSGatlas-gene-4460 glxA
BSGatlas-gene-3830 glxB
BSGatlas-gene-4647 glxK
BSGatlas-gene-4302 glyA
BSGatlas-gene-2882 Glycine_swgA
BSGatlas-gene-2955 glyQ
BSGatlas-gene-2954 glyS
BSGatlas-gene-1063 glyTB
BSGatlas-gene-1854 gmk
BSGatlas-gene-2707 gmmB
BSGatlas-gene-710 gmuA
BSGatlas-gene-709 gmuB
BSGatlas-gene-711 gmuC
BSGatlas-gene-712 gmuD
BSGatlas-gene-714 gmuE
BSGatlas-gene-715 gmuF
BSGatlas-gene-716 gmuG
BSGatlas-gene-713 gmuR
BSGatlas-gene-2805 gndA
BSGatlas-gene-4649 gntK
BSGatlas-gene-4650 gntP
BSGatlas-gene-4648 gntR
BSGatlas-gene-4651 gntZ
BSGatlas-gene-2986 gpr
BSGatlas-gene-2683 gpsA
BSGatlas-gene-2613 gpsB
BSGatlas-gene-3206 greA
BSGatlas-gene-740 groEL
BSGatlas-gene-739 groES
BSGatlas-gene-2980 grpE
BSGatlas-gene-1042 gsaB
BSGatlas-gene-536 gsiB
BSGatlas-gene-4467 gspA
BSGatlas-gene-1653 gswA
BSGatlas-gene-4163 gtaB
BSGatlas-gene-793 guaA
BSGatlas-gene-18 guaB
BSGatlas-gene-3772 guaC
BSGatlas-gene-1565 guaN
BSGatlas-gene-319 gucD
BSGatlas-gene-2699 gudB
BSGatlas-gene-321 gudD
BSGatlas-gene-320 gudP
BSGatlas-gene-768 gutB
BSGatlas-gene-769 gutP
BSGatlas-gene-767 gutR
BSGatlas-gene-10 gyrA
BSGatlas-gene-9 gyrB
BSGatlas-gene-4596 hadM
BSGatlas-gene-4128 hag
BSGatlas-gene-2678 hbs
BSGatlas-gene-2575 hdhQ
BSGatlas-gene-3922 helD
BSGatlas-gene-598 helP
BSGatlas-gene-3306 hemA
BSGatlas-gene-1246 hemAT
BSGatlas-gene-3302 hemB
BSGatlas-gene-3304 hemC
BSGatlas-gene-3303 hemD
BSGatlas-gene-1220 hemE
BSGatlas-gene-1221 hemH
BSGatlas-gene-3301 hemL
BSGatlas-gene-2982 hemN
BSGatlas-gene-4388 hemQ
BSGatlas-gene-3305 hemX
BSGatlas-gene-1222 hemY
BSGatlas-gene-1187 hemZ
BSGatlas-gene-4233 hepA
BSGatlas-gene-2675 hepS
BSGatlas-gene-2673 hepT
BSGatlas-gene-2043 hflX
BSGatlas-gene-2032 hfq
BSGatlas-gene-1210 hinT
BSGatlas-gene-4075 hisA
BSGatlas-gene-4077 hisB
BSGatlas-gene-2660 hisC
BSGatlas-gene-4078 hisD
BSGatlas-gene-4074 hisF
BSGatlas-gene-4079 hisG
BSGatlas-gene-4076 hisH
BSGatlas-gene-4073 hisIE
BSGatlas-gene-3468 hisK
BSGatlas-gene-3760 hisP
BSGatlas-gene-3236 hisS
BSGatlas-gene-4080 hisZ
BSGatlas-gene-1276 hlpB
BSGatlas-gene-879 hmoA
BSGatlas-gene-1218 hmoB
BSGatlas-gene-1549 hmpA
BSGatlas-gene-4371 hmtB
BSGatlas-gene-2988 holA
BSGatlas-gene-51 holB
BSGatlas-gene-3786 hom
BSGatlas-gene-4121 hpf
BSGatlas-gene-4083 hprF
BSGatlas-gene-4087 hprK
BSGatlas-gene-94 hprT
BSGatlas-gene-4213 hpxW
BSGatlas-gene-2981 hrcA
BSGatlas-gene-97 hslO
BSGatlas-gene-82 hslR
BSGatlas-gene-4623 htpG
BSGatlas-gene-1600 htpK
BSGatlas-gene-1601 htpX
BSGatlas-gene-1535 htrA
BSGatlas-gene-3870 htrB
BSGatlas-gene-4686 htrC
BSGatlas-gene-2475 hupN
BSGatlas-gene-4578 hutG
BSGatlas-gene-4575 hutH
BSGatlas-gene-4577 hutI
BSGatlas-gene-4579 hutM
BSGatlas-gene-4574 hutP
BSGatlas-gene-4576 hutU
BSGatlas-gene-429 hxlA
BSGatlas-gene-428 hxlB
BSGatlas-gene-430 hxlR
BSGatlas-gene-951 hypO
BSGatlas-gene-4711 hypR
BSGatlas-gene-1006 icaC
BSGatlas-gene-3413 icd
BSGatlas-gene-4726 ictI
BSGatlas-gene-1825 ileS
BSGatlas-gene-2562 ilvA
BSGatlas-gene-3321 ilvB
BSGatlas-gene-3319 ilvC
BSGatlas-gene-2573 ilvD
BSGatlas-gene-311 ilvE
BSGatlas-gene-3320 ilvH
BSGatlas-gene-4482 ilvK
BSGatlas-gene-591 immA
BSGatlas-gene-592 immR
BSGatlas-gene-185 infA
BSGatlas-gene-1955 infB
BSGatlas-gene-3386 infC
BSGatlas-gene-2365 Intron-gpI
BSGatlas-gene-2368 Intron-gpI_srdEi
BSGatlas-gene-4617 iolA
BSGatlas-gene-4616 iolB
BSGatlas-gene-4615 iolC
BSGatlas-gene-4614 iolD
BSGatlas-gene-4613 iolE
BSGatlas-gene-4612 iolF
BSGatlas-gene-4611 iolG
BSGatlas-gene-4610 iolH
BSGatlas-gene-4609 iolI
BSGatlas-gene-4608 iolJ
BSGatlas-gene-1295 iolQ
BSGatlas-gene-4618 iolR
BSGatlas-gene-4619 iolS
BSGatlas-gene-776 iolT
BSGatlas-gene-3662 iolU
BSGatlas-gene-3930 iolW
BSGatlas-gene-1296 iolX
BSGatlas-gene-1325 ipi
BSGatlas-gene-3230 iscSA
BSGatlas-gene-3465 iscSB
BSGatlas-gene-2161 iseA
BSGatlas-gene-1568 ispA
BSGatlas-gene-2851 ispA
BSGatlas-gene-132 ispD
BSGatlas-gene-69 ispE
BSGatlas-gene-133 ispF
BSGatlas-gene-2934 ispG
BSGatlas-gene-2943 ispH
BSGatlas-gene-4769 jag
BSGatlas-gene-2323 kamA
BSGatlas-gene-2324 kamB
BSGatlas-gene-3698 kapB
BSGatlas-gene-3699 kapD
BSGatlas-gene-1075 katA
BSGatlas-gene-4542 katE
BSGatlas-gene-4490 katX
BSGatlas-gene-204 kbaA
BSGatlas-gene-3682 kbfO
BSGatlas-gene-1993 kbl
BSGatlas-gene-2603 kdgA
BSGatlas-gene-318 kdgD
BSGatlas-gene-2604 kdgK
BSGatlas-gene-2605 kdgR
BSGatlas-gene-2602 kdgT
BSGatlas-gene-2607 kduD
BSGatlas-gene-2606 kduI
BSGatlas-gene-1386 kefQ
BSGatlas-gene-1190 khtS
BSGatlas-gene-1189 khtT
BSGatlas-gene-1188 khtU
BSGatlas-gene-525 kimA
BSGatlas-gene-1665 kinA
BSGatlas-gene-3697 kinB
BSGatlas-gene-1719 kinC
BSGatlas-gene-1622 kinD
BSGatlas-gene-1606 kinE
BSGatlas-gene-1669 kre
BSGatlas-gene-3652 ktrA
BSGatlas-gene-3653 ktrB
BSGatlas-gene-1721 ktrC
BSGatlas-gene-1602 ktrD
BSGatlas-gene-147 L10-leader_ldlJ
BSGatlas-gene-196 L13-leader_ldlM
BSGatlas-gene-3283 L21-leader_ldlU
BSGatlas-gene-3350 lcfA
BSGatlas-gene-1235 lcfB
BSGatlas-gene-384 lctE
BSGatlas-gene-385 lctP
BSGatlas-gene-1542 ldcA
BSGatlas-gene-2313 ldcB
BSGatlas-gene-2142 ldeE
BSGatlas-gene-2143 ldeF
BSGatlas-gene-2144 ldeG
BSGatlas-gene-2146 ldeHA
BSGatlas-gene-2147 ldeI
BSGatlas-gene-2148 ldeJ
BSGatlas-gene-3472 ldsD
BSGatlas-gene-2983 lepA
BSGatlas-gene-3317 leuA
BSGatlas-gene-3316 leuB
BSGatlas-gene-3315 leuC
BSGatlas-gene-3314 leuD
BSGatlas-gene-3542 leuS
BSGatlas-gene-1065 leuTA
BSGatlas-gene-1066 leuTB
BSGatlas-gene-4029 levB
BSGatlas-gene-3174 levD
BSGatlas-gene-3173 levE
BSGatlas-gene-3172 levF
BSGatlas-gene-3171 levG
BSGatlas-gene-3175 levR
BSGatlas-gene-2100 lexA
BSGatlas-gene-2145 lgeHB
BSGatlas-gene-4086 lgt
BSGatlas-gene-4663 liaD
BSGatlas-gene-4662 liaE
BSGatlas-gene-3882 liaF
BSGatlas-gene-3883 liaG
BSGatlas-gene-3884 liaH
BSGatlas-gene-3885 liaI
BSGatlas-gene-4661 liaK
BSGatlas-gene-4660 liaL
BSGatlas-gene-4659 liaM
BSGatlas-gene-3880 liaR
BSGatlas-gene-3881 liaS
BSGatlas-gene-4484 licA
BSGatlas-gene-4486 licB
BSGatlas-gene-4485 licC
BSGatlas-gene-4483 licH
BSGatlas-gene-4487 licR
BSGatlas-gene-4545 licT
BSGatlas-gene-4566 "LicT dependent leader"
BSGatlas-gene-823 ligA
BSGatlas-gene-1591 ligD
BSGatlas-gene-1592 ligV
BSGatlas-gene-999 linJ
BSGatlas-gene-1000 linK
BSGatlas-gene-3793 lipA
BSGatlas-gene-501 lipC
BSGatlas-gene-4385 lipL
BSGatlas-gene-2877 lipM
BSGatlas-gene-344 lmrA
BSGatlas-gene-343 lmrB
BSGatlas-gene-3309 lonA
BSGatlas-gene-3310 lonB
BSGatlas-gene-2826 lpdV
BSGatlas-gene-874 lplA
BSGatlas-gene-875 lplB
BSGatlas-gene-876 lplC
BSGatlas-gene-877 lplD
BSGatlas-gene-1233 lplJ
BSGatlas-gene-619 lrpA
BSGatlas-gene-620 lrpB
BSGatlas-gene-517 lrpC
BSGatlas-gene-1827 lspA
BSGatlas-gene-41 LSU-rRNA-archaea_rrnA-23S
BSGatlas-gene-1049 LSU-rRNA-archaea_rrnD-23S
BSGatlas-gene-723 LSU-rRNA-archaea_rrnE-23S
BSGatlas-gene-219 LSU-rRNA-archaea_rrnG-23S
BSGatlas-gene-216 LSU-rRNA-archaea_rrnH-23S
BSGatlas-gene-207 LSU-rRNA-archaea_rrnI-23S
BSGatlas-gene-111 LSU-rRNA-archaea_rrnJ-23S
BSGatlas-gene-15 LSU-rRNA-archaea_rrnO-23S
BSGatlas-gene-123 LSU-rRNA-archaea_rrnW-23S
BSGatlas-gene-3637 LSU-rRNA-eukarya_rrnB-23S
BSGatlas-gene-893 ltaSA
BSGatlas-gene-940 ltaSB
BSGatlas-gene-2910 ltaSC
BSGatlas-gene-3913 ltaSP
BSGatlas-gene-1671 ltdD
BSGatlas-gene-3986 lutA
BSGatlas-gene-3985 lutB
BSGatlas-gene-3984 lutC
BSGatlas-gene-4000 lutP
BSGatlas-gene-3999 lutR
BSGatlas-gene-3581 luxS
BSGatlas-gene-2749 lysA
BSGatlas-gene-3339 lysCA
BSGatlas-gene-3340 lysCB
BSGatlas-gene-3910 Lysine_kswB
BSGatlas-gene-3341 Lysine_kswC
BSGatlas-gene-3908 lysP
BSGatlas-gene-109 lysS
BSGatlas-gene-4160 lytA
BSGatlas-gene-4159 lytB
BSGatlas-gene-4158 lytC
BSGatlas-gene-4180 lytD
BSGatlas-gene-1144 lytE
BSGatlas-gene-1137 lytF
BSGatlas-gene-3655 lytG
BSGatlas-gene-3794 lytH
BSGatlas-gene-3392 lytS
BSGatlas-gene-3391 lytT
BSGatlas-gene-510 lyxE
BSGatlas-gene-4748 maa
BSGatlas-gene-4317 maeA
BSGatlas-gene-3423 maeB
BSGatlas-gene-3499 maeC
BSGatlas-gene-3704 maeL
BSGatlas-gene-3705 maeM
BSGatlas-gene-3710 maeN
BSGatlas-gene-925 maeS
BSGatlas-gene-3292 maf
BSGatlas-gene-988 malA
BSGatlas-gene-990 malP
BSGatlas-gene-989 malR
BSGatlas-gene-1433 manA
BSGatlas-gene-1432 manP
BSGatlas-gene-1431 manR
BSGatlas-gene-183 mapA
BSGatlas-gene-938 mapB
BSGatlas-gene-4246 mbl
BSGatlas-gene-1286 mblK
BSGatlas-gene-3751 mbtH
BSGatlas-gene-3200 mccA
BSGatlas-gene-3199 mccB
BSGatlas-gene-2775 mciZ
BSGatlas-gene-3669 mcpA
BSGatlas-gene-3671 mcpB
BSGatlas-gene-1660 mcpC
BSGatlas-gene-126 mcsA
BSGatlas-gene-127 mcsB
BSGatlas-gene-3412 mdh
BSGatlas-gene-386 mdr
BSGatlas-gene-2294 mdtK
BSGatlas-gene-3858 mdtP
BSGatlas-gene-3857 mdtR
BSGatlas-gene-4046 mdxD
BSGatlas-gene-4045 mdxE
BSGatlas-gene-4044 mdxF
BSGatlas-gene-4043 mdxG
BSGatlas-gene-4042 mdxJ
BSGatlas-gene-4041 mdxK
BSGatlas-gene-4040 mdxL
BSGatlas-gene-4039 mdxM
BSGatlas-gene-4047 mdxR
BSGatlas-gene-1370 mecA
BSGatlas-gene-2700 mecB
BSGatlas-gene-1344 med
BSGatlas-gene-3540 melA
BSGatlas-gene-4474 menA
BSGatlas-gene-3595 menB
BSGatlas-gene-3593 menC
BSGatlas-gene-3597 menD
BSGatlas-gene-3594 menE
BSGatlas-gene-3598 menF
BSGatlas-gene-2674 menG
BSGatlas-gene-3596 menH
BSGatlas-gene-2577 metAA
BSGatlas-gene-1416 metC
BSGatlas-gene-1566 metE
BSGatlas-gene-1415 metI
BSGatlas-gene-3568 metK
BSGatlas-gene-3842 metN
BSGatlas-gene-3841 metP
BSGatlas-gene-3840 metQ
BSGatlas-gene-59 metS
BSGatlas-gene-78 mfd
BSGatlas-gene-4061 mgfK
BSGatlas-gene-2646 mgsA
BSGatlas-gene-2903 mgsR
BSGatlas-gene-1581 mgtE
BSGatlas-gene-1530 mhqA
BSGatlas-gene-1623 mhqR
BSGatlas-gene-2031 miaA
BSGatlas-gene-1994 miaB
BSGatlas-gene-2807 mifM
BSGatlas-gene-3287 minC
BSGatlas-gene-3286 minD
BSGatlas-gene-4110 minJ
BSGatlas-gene-2768 mleA
BSGatlas-gene-2769 mleN
BSGatlas-gene-1964 mlpA
BSGatlas-gene-2837 mmgA
BSGatlas-gene-2836 mmgB
BSGatlas-gene-2835 mmgC
BSGatlas-gene-2834 mmgD
BSGatlas-gene-2833 mmgE
BSGatlas-gene-2832 mmgF
BSGatlas-gene-4378 mmr
BSGatlas-gene-4162 mnaA
BSGatlas-gene-1116 mncR
BSGatlas-gene-672 mneP
BSGatlas-gene-788 mneS
BSGatlas-gene-3229 mnmA
BSGatlas-gene-4767 mnmE
BSGatlas-gene-1595 mnrW
BSGatlas-gene-3591 mntA
BSGatlas-gene-3590 mntB
BSGatlas-gene-3589 mntC
BSGatlas-gene-3588 mntD
BSGatlas-gene-532 mntH
BSGatlas-gene-4306 mntP
BSGatlas-gene-2876 mntR
BSGatlas-gene-4280 moaA
BSGatlas-gene-3451 moaB
BSGatlas-gene-733 moaC
BSGatlas-gene-1700 moaD
BSGatlas-gene-1699 moaE
BSGatlas-gene-1695 mobA
BSGatlas-gene-1698 mobB
BSGatlas-gene-3915 modA
BSGatlas-gene-3916 modB
BSGatlas-gene-1697 moeA
BSGatlas-gene-1696 moeB
BSGatlas-gene-1625 motA
BSGatlas-gene-1624 motB
BSGatlas-gene-3484 motP
BSGatlas-gene-3483 motS
BSGatlas-gene-296 mpr
BSGatlas-gene-1013 mprF
BSGatlas-gene-1797 mraY
BSGatlas-gene-1790 mraZ
BSGatlas-gene-3290 mreB
BSGatlas-gene-1716 mreBH
BSGatlas-gene-3289 mreC
BSGatlas-gene-3288 mreD
BSGatlas-gene-3869 mrgA
BSGatlas-gene-138 mrnC
BSGatlas-gene-3712 mrpA
BSGatlas-gene-3713 mrpB
BSGatlas-gene-3714 mrpC
BSGatlas-gene-3715 mrpD
BSGatlas-gene-3716 mrpE
BSGatlas-gene-3717 mrpF
BSGatlas-gene-3718 mrpG
BSGatlas-gene-963 mscC
BSGatlas-gene-4241 mscL
BSGatlas-gene-1690 mscT
BSGatlas-gene-1166 mscY
BSGatlas-gene-3537 msmE
BSGatlas-gene-3538 msmF
BSGatlas-gene-3539 msmG
BSGatlas-gene-3536 msmR
BSGatlas-gene-4509 msmX
BSGatlas-gene-2554 msrA
BSGatlas-gene-2553 msrB
BSGatlas-gene-3470 msrC
BSGatlas-gene-3681 mstX
BSGatlas-gene-4714 mswM
BSGatlas-gene-4267 mta
BSGatlas-gene-2974 mtaB
BSGatlas-gene-2387 mtbP
BSGatlas-gene-486 mtlA
BSGatlas-gene-488 mtlD
BSGatlas-gene-487 mtlF
BSGatlas-gene-506 mtlR
BSGatlas-gene-1609 mtnA
BSGatlas-gene-1617 mtnB
BSGatlas-gene-1618 mtnD
BSGatlas-gene-1613 mtnE
BSGatlas-gene-1610 mtnK
BSGatlas-gene-3201 mtnN
BSGatlas-gene-1612 mtnU
BSGatlas-gene-1615 mtnW
BSGatlas-gene-1616 mtnX
BSGatlas-gene-901 mtrA
BSGatlas-gene-2676 mtrB
BSGatlas-gene-4288 murAA
BSGatlas-gene-4324 murAB
BSGatlas-gene-1801 murB
BSGatlas-gene-3490 murC
BSGatlas-gene-1798 murD
BSGatlas-gene-1796 murE
BSGatlas-gene-555 murF
BSGatlas-gene-1800 murG
BSGatlas-gene-3140 murI
BSGatlas-gene-3516 murJ
BSGatlas-gene-231 murP
BSGatlas-gene-233 murQ
BSGatlas-gene-232 murR
BSGatlas-gene-1998 mutL
BSGatlas-gene-3408 mutM
BSGatlas-gene-1997 mutS
BSGatlas-gene-3352 mutSB
BSGatlas-gene-1034 mutY
BSGatlas-gene-3270 nadA
BSGatlas-gene-3272 nadB
BSGatlas-gene-3271 nadC
BSGatlas-gene-2999 nadD
BSGatlas-gene-392 nadE
BSGatlas-gene-4088 nagA
BSGatlas-gene-4089 nagBA
BSGatlas-gene-939 nagP
BSGatlas-gene-4090 nagR
BSGatlas-gene-229 nagZ
BSGatlas-gene-4344 narG
BSGatlas-gene-4343 narH
BSGatlas-gene-4341 narI
BSGatlas-gene-4342 narJ
BSGatlas-gene-4348 narK
BSGatlas-gene-414 nasA
BSGatlas-gene-413 nasB
BSGatlas-gene-412 nasC
BSGatlas-gene-411 nasD
BSGatlas-gene-410 nasE
BSGatlas-gene-409 nasF
BSGatlas-gene-351 natA
BSGatlas-gene-352 natB
BSGatlas-gene-349 natK
BSGatlas-gene-350 natR
BSGatlas-gene-1465 ndh
BSGatlas-gene-253 ndhF
BSGatlas-gene-2672 ndk
BSGatlas-gene-565 ndoA
BSGatlas-gene-564 ndoAI
BSGatlas-gene-2970 nfeDA
BSGatlas-gene-3644 nfeDB
BSGatlas-gene-4220 nfi
BSGatlas-gene-2940 nfo
BSGatlas-gene-4433 nfrAA
BSGatlas-gene-474 nfrAB
BSGatlas-gene-1170 nhaC
BSGatlas-gene-3919 nhaK
BSGatlas-gene-1171 nhaX
BSGatlas-gene-373 niaP
BSGatlas-gene-3274 niaR
BSGatlas-gene-600 nicK
BSGatlas-gene-3273 nifS
BSGatlas-gene-425 nin
BSGatlas-gene-4428 nirC
BSGatlas-gene-4500 nnrA
BSGatlas-gene-4764 nocA
BSGatlas-gene-931 nosA
BSGatlas-gene-58 novel
BSGatlas-gene-355 novel
BSGatlas-gene-545 novel
BSGatlas-gene-792 novel
BSGatlas-gene-892 novel
BSGatlas-gene-1160 novel
BSGatlas-gene-1938 novel
BSGatlas-gene-2127 novel
BSGatlas-gene-2854 novel
BSGatlas-gene-3070 novel
BSGatlas-gene-3195 novel
BSGatlas-gene-3657 novel
BSGatlas-gene-4536 novel
BSGatlas-gene-4708 novel
BSGatlas-gene-2305 noxC
BSGatlas-gene-1322 nprB
BSGatlas-gene-1744 nprE
BSGatlas-gene-2037 nrdE
BSGatlas-gene-2366 nrdEB
BSGatlas-gene-2367 nrdEB
BSGatlas-gene-2038 nrdF
BSGatlas-gene-2362 nrdFB
BSGatlas-gene-2036 nrdI
BSGatlas-gene-2369 nrdIB
BSGatlas-gene-3400 nrdR
BSGatlas-gene-3429 nrnA
BSGatlas-gene-2141 nrnB
BSGatlas-gene-1138 nsrR
BSGatlas-gene-1265 ntdA
BSGatlas-gene-1264 ntdB
BSGatlas-gene-1263 ntdC
BSGatlas-gene-1266 ntdR
BSGatlas-gene-2630 nth
BSGatlas-gene-426 nucA
BSGatlas-gene-3013 nucB
BSGatlas-gene-3789 nucF
BSGatlas-gene-2774 nudF
BSGatlas-gene-526 nudT
BSGatlas-gene-2542 nukF
BSGatlas-gene-4581 nupC
BSGatlas-gene-4538 nupG
BSGatlas-gene-3706 nupN
BSGatlas-gene-3707 nupO
BSGatlas-gene-3708 nupP
BSGatlas-gene-3709 nupQ
BSGatlas-gene-1952 nusA
BSGatlas-gene-2856 nusB
BSGatlas-gene-144 nusG
BSGatlas-gene-3182 oatA
BSGatlas-gene-3277 obgE
BSGatlas-gene-2287 odhA
BSGatlas-gene-2286 odhB
BSGatlas-gene-1607 ogt
BSGatlas-gene-1661 ohaC
BSGatlas-gene-1561 ohrA
BSGatlas-gene-1563 ohrB
BSGatlas-gene-1562 ohrR
BSGatlas-gene-3964 opcR
BSGatlas-gene-1360 oppA
BSGatlas-gene-1361 oppB
BSGatlas-gene-1362 oppC
BSGatlas-gene-1363 oppD
BSGatlas-gene-1364 oppF
BSGatlas-gene-377 opuAA
BSGatlas-gene-378 opuAB
BSGatlas-gene-379 opuAC
BSGatlas-gene-3952 opuBA
BSGatlas-gene-3951 opuBB
BSGatlas-gene-3950 opuBC
BSGatlas-gene-3948 opuBD
BSGatlas-gene-3963 opuCA
BSGatlas-gene-3962 opuCB
BSGatlas-gene-3961 opuCC
BSGatlas-gene-3960 opuCD
BSGatlas-gene-3518 opuD
BSGatlas-gene-828 opuE
BSGatlas-gene-4770 oxaAA
BSGatlas-gene-2808 oxaAB
BSGatlas-gene-3899 oxdC
BSGatlas-gene-2195 oxdD
BSGatlas-gene-101 pabA
BSGatlas-gene-100 pabB
BSGatlas-gene-102 pabC
BSGatlas-gene-4022 padC
BSGatlas-gene-1004 padR
BSGatlas-gene-3774 paiA
BSGatlas-gene-3773 paiB
BSGatlas-gene-2641 pan
BSGatlas-gene-2640 panB
BSGatlas-gene-2639 panC
BSGatlas-gene-2638 panD
BSGatlas-gene-1713 panE
BSGatlas-gene-1788 panE
BSGatlas-gene-2870 papA
BSGatlas-gene-1649 papB
BSGatlas-gene-4762 parA
BSGatlas-gene-4761 parB
BSGatlas-gene-2129 parC
BSGatlas-gene-2128 parE
BSGatlas-gene-3696 patB
BSGatlas-gene-2927 pbpA
BSGatlas-gene-1794 pbpB
BSGatlas-gene-504 pbpC
BSGatlas-gene-3701 pbpD
BSGatlas-gene-4026 pbpE
BSGatlas-gene-1219 pbpF
BSGatlas-gene-4367 pbpG
BSGatlas-gene-1664 pbpH
BSGatlas-gene-3205 pbpI
BSGatlas-gene-1988 pbpX
BSGatlas-gene-468 pbtN
BSGatlas-gene-469 pbtO
BSGatlas-gene-470 pbtP
BSGatlas-gene-471 pbtQ
BSGatlas-gene-707 pbuE
BSGatlas-gene-795 pbuG
BSGatlas-gene-3510 pbuO
BSGatlas-gene-2598 pbuX
BSGatlas-gene-2106 pcfA
BSGatlas-gene-4095 pchC
BSGatlas-gene-4097 pchE
BSGatlas-gene-1284 pchI
BSGatlas-gene-4096 pchR
BSGatlas-gene-3570 pckA
BSGatlas-gene-341 pcp
BSGatlas-gene-822 pcrA
BSGatlas-gene-821 pcrB
BSGatlas-gene-966 pdaA
BSGatlas-gene-205 pdaB
BSGatlas-gene-1445 pdaC
BSGatlas-gene-1990 pdeB
BSGatlas-gene-3728 pdeH
BSGatlas-gene-1730 pdhA
BSGatlas-gene-1731 pdhB
BSGatlas-gene-1732 pdhC
BSGatlas-gene-1733 pdhD
BSGatlas-gene-4580 pdp
BSGatlas-gene-4424 pdxK
BSGatlas-gene-21 pdxS
BSGatlas-gene-23 pdxT
BSGatlas-gene-924 pelA
BSGatlas-gene-2192 pelB
BSGatlas-gene-4082 pelC
BSGatlas-gene-2210 penP
BSGatlas-gene-3761 pepA
BSGatlas-gene-1373 pepF
BSGatlas-gene-4522 pepT
BSGatlas-gene-1044 perR
BSGatlas-gene-1648 pfeT
BSGatlas-gene-3419 pfkA
BSGatlas-gene-3390 pftA
BSGatlas-gene-3389 pftB
BSGatlas-gene-1131 pgcA
BSGatlas-gene-4188 pgdS
BSGatlas-gene-1484 pghB
BSGatlas-gene-2025 pghC
BSGatlas-gene-2095 pghL
BSGatlas-gene-2408 pghZ
BSGatlas-gene-3685 pgi
BSGatlas-gene-3973 pgk
BSGatlas-gene-1546 pgl
BSGatlas-gene-3971 pgm
BSGatlas-gene-3917 pgoN
BSGatlas-gene-2317 pgpB
BSGatlas-gene-2964 pgpH
BSGatlas-gene-1985 pgsA
BSGatlas-gene-3275 pheA
BSGatlas-gene-3358 pheS
BSGatlas-gene-3357 pheT
BSGatlas-gene-1142 phoA
BSGatlas-gene-701 phoB
BSGatlas-gene-338 phoD
BSGatlas-gene-1242 phoE
BSGatlas-gene-2965 phoH
BSGatlas-gene-3411 phoP
BSGatlas-gene-3410 phoR
BSGatlas-gene-1480 phrA
BSGatlas-gene-464 phrC
BSGatlas-gene-3022 phrE
BSGatlas-gene-4363 phrF
BSGatlas-gene-4679 phrG
BSGatlas-gene-847 phrH
BSGatlas-gene-616 phrI
BSGatlas-gene-2229 phrK
BSGatlas-gene-2337 phyC
BSGatlas-gene-1527 pitB
BSGatlas-gene-2003 pksA
BSGatlas-gene-2004 pksB
BSGatlas-gene-2006 pksC
BSGatlas-gene-2007 pksD
